gene_id	gene_name	max_TPM	min_TPM	mean_TPM	median_TPM
ENSG00000242560	RN7SL797P	0	0	0	0
ENSG00000242561	ATP5MGP5	0	0	0	0
ENSG00000242562	DCAF13P1	2.49726797241315	0	0.0108110352622935	0
ENSG00000242565	RN7SL372P	0	0	0	0
ENSG00000242568	AC121764.2	0	0	0	0
ENSG00000242569	RP11-435B5.3	0.0868154432383805	0	0.00204333895640043	0
ENSG00000242571	RPL21P11	29.4462998764303	0.117672172220732	3.79274129260536	2.64643676401114
ENSG00000242573	ACTR3P3	0.0442400967391833	0	0.000120217654182563	0
ENSG00000242574	HLA-DMB	70.3591585098601	0.140076041460206	12.5227552403562	8.11321200757155
ENSG00000242575	AC012501.2	0.10077324996705	0	0.000586856169718257	0
ENSG00000242578	AC073288.2	0.597464304171815	0	0.0243064496626235	0
ENSG00000242580	IGKV1D-43	1.98989415228657	0	0.112526551525827	0.0536449152751499
ENSG00000242583	AC008040.2	5.0838317893684	0	0.223576331904891	0.10117059535894
ENSG00000242586	AC108740.1	0.289201167593633	0	0.00253750765741685	0
ENSG00000242588	AC108010.1	13.012072189917	0	1.19865760022127	0.667120534650965
ENSG00000242590	AL645608.5	0.229615472596762	0	0.00628768850943747	0
ENSG00000242593	AC006148.1	0.0352823731183369	0	0.000164591000616062	0
ENSG00000242595	RPL26P26	0.0808483388769352	0	0.00021969657303515	0
ENSG00000242598	MED28P8	0.152080433474789	0	0.00217589230647632	0
ENSG00000242599	CSAG4	0.143117121768697	0	0.000388905222197547	0
ENSG00000242600	MBL1P	0.536255291468058	0	0.0136692160068252	0
ENSG00000242602	AC008953.1	1.46551059787745	0	0.0432030334860192	0
ENSG00000242607	RPS3AP34	2.61176947658668	0	0.0934168599494196	0.0410511222509276
ENSG00000242608	RPS23P5	0	0	0	0
ENSG00000242609	AC105265.2	0.715861755543522	0	0.0318359282459838	0
ENSG00000242610	OR5BH1P	0	0	0	0
ENSG00000242611	AC093627.6	3.10219396048778	0	0.164164926080063	0.0938792065538476
ENSG00000242612	DECR2	20.4484253923579	0	1.15723436656664	0.825721955617772
ENSG00000242613	AC063952.3	0.122784739655492	0	0.000458604602478933	0
ENSG00000242614	RN7SL164P	0	0	0	0
ENSG00000242615	AC022415.1	5.00441307589714	0	0.225386419627268	0.135863220686062
ENSG00000242616	GNG10	431.792466263965	0.112282553046315	22.8000151469522	8.35321071856389
ENSG00000242618	AC112219.1	0.0463026689612198	0	0.000177346486408111	0
ENSG00000242620	RN7SL736P	0.384241734428636	0	0.00295792743146746	0
ENSG00000242622	AC092910.3	4.97404787577276	0	0.159924843510942	0.0726876454779939
ENSG00000242628	AC009228.1	1.23878886263963	0	0.0332916203458424	0
ENSG00000242634	RPS24P16	0.383732946074017	0	0.0113975381113723	0
ENSG00000242635	RPS14P7	0	0	0	0
ENSG00000242636	RPL21P129	0.091733530347856	0	0.000561426564980163	0
ENSG00000242638	RN7SL294P	0	0	0	0
ENSG00000242640	RPS29P11	0.313389947286042	0	0.000851603117625114	0
ENSG00000242641	LINC00971	0.00882009536861869	0	6.24209597761635e-05	0
ENSG00000242650	RN7SL292P	0	0	0	0
ENSG00000242651	RN7SL862P	1.51999700459157	0	0.0794356787450837	0
ENSG00000242653	RN7SL132P	0.221570670387457	0	0.000602094213009394	0
ENSG00000242654	RPL32P14	0	0	0	0
ENSG00000242657	RN7SL581P	0.239642680694786	0	0.00152081846759995	0
ENSG00000242659	AC108693.2	0.214145011962674	0	0.00058191579337683	0
ENSG00000242660	AC015911.1	1.34859009189056	0	0.0183107586093907	0
ENSG00000242661	RPS3AP43	1.93696603471634	0	0.197256982378514	0.097000644798128
ENSG00000242667	AC087385.2	0.677257077740489	0	0.0812282371352614	0.0394056488186398
ENSG00000242668	RN7SL317P	0.0602073357970581	0	0.000163606890752875	0
ENSG00000242670	RPL22P13	0.110042076451491	0	0.000299027381661661	0
ENSG00000242671	LINC02010	0.0182796412009028	0	9.816440796195e-05	0
ENSG00000242673	RN7SL167P	0	0	0	0
ENSG00000242675	RPS16P9	0.363803567622973	0	0.00315232124653868	0
ENSG00000242683	RPL12P21	0.257991120293647	0	0.00335114839532558	0
ENSG00000242686	AC107464.1	1.13391281075386	0	0.0678116613978451	0.0301048925626832
ENSG00000242688	RN7SL304P	0.251544004784306	0	0.0006835434912617	0
ENSG00000242689	CNTF	10.1354534512434	0	0.171634132374623	0.0780381251624715
ENSG00000242692	RPS27AP1	0.552088810696316	0	0.0297866957283887	0
ENSG00000242696	RN7SL40P	0.371567186733836	0	0.00417431418846273	0
ENSG00000242697	RPL5P12	0.365086071386626	0	0.0114995482215823	0
ENSG00000242699	RN7SL516P	0	0	0	0
ENSG00000242703	CCT4P1	0.0346769662822101	0	0.000405819275199789	0
ENSG00000242705	ICE2P2	0.0273117065451802	0	0.00024222388622591	0
ENSG00000242706	RPS27AP9	0.796299774012749	0	0.0194743372458216	0
